category,simple_explanation,source
Data Lake,The Dumping Ground: A massive storage repository that holds a vast amount of raw data in its native format.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Data Poisoning,The Sabotage: Deliberately feeding bad data into a model during training to corrupt its behavior.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Decision Boundary,"The Border: The line drawn by the AI that separates one class (e.g., 'Cats') from another ('Dogs').",https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Dense Layer,The Group Chat: A layer where every single neuron is connected to every single neuron in the next layer.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Diffusion Model,The Restoration: An image generator that starts with pure static (noise) and slowly refines it into a clear picture.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Distillation,The Cliff Notes: Training a small student model to mimic the behavior of a massive teacher model.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Dropout,The Sick Day: Randomly turning off neurons during training to force the network to be more robust.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Early Stopping,"The Quitting Time: Stopping training as soon as the model stops improving, to prevent overfitting.",https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Edge AI,The Local Brain: Running AI directly on your phone or device rather than sending data to the cloud.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Embeddings,The Map Coordinates: Turning words into lists of numbers so the computer can map their meaning.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Emergent Behavior,The Surprise Skill: Capabilities that appear in large models that were not explicitly programmed (like learning to code).,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Evaluation Metric,"The Grading Scale: The standard used to measure how good the model is (e.g., Accuracy, F1 Score).",https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Expert System,The Rulebook: Old-school AI based on rigid If-Then rules written by human experts.,https://plusai.com/blog/ai-glossary
Explainable AI (XAI),The Glass Box: Designing AI so humans can understand why it made a specific decision.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
False Negative,The Missed Alarm: When the model fails to spot something that is actually there.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
False Positive,The False Alarm: When the model flags something that isn't actually there.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Feature Engineering,The Prep Work: Manually selecting and transforming data variables to make them easier for the AI to learn.,https://plusai.com/blog/ai-glossary
Finetuning,The Refresher Course: Taking a pre-trained model and training it a little bit more on a specific topic.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
GAN (Generative Adversarial Network),"The Forger and Detective: Two AIs competing—one creates fakes, the other tries to spot them.",https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Gated Recurrent Unit (GRU),"The Streamlined Memory: A simpler, faster version of LSTM for processing sequences.",https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
GPT (Generative Pre-trained Transformer),The Autocomplete: A powerful model architecture designed to predict the next word in a sequence.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
GPU (Graphics Processing Unit),"The Workhorse: A computer chip originally for video games, now essential for the heavy math of AI training.",https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Gradient Descent,The Downhill Walk: The mathematical method used to find the lowest error by taking small steps down the slope.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Hugging Face,The App Store: A popular hub where researchers share and download AI models.,https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Human-in-the-Loop,The Supervisor: Keeping a human involved to check the AI's work or provide feedback.,https://plusai.com/blog/ai-glossary
Hyperparameter Tuning,The Knob Twisting: Experimenting with settings (like learning rate) to find the best configuration.,https://plusai.com/blog/ai-glossary
Image Segmentation,The Cookie Cutter: Separating an image into distinct objects by outlining their exact shapes.,https://plusai.com/blog/ai-glossary
ImageNet,The Standard Exam: A massive database of images used to benchmark how good a vision model is.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
In-Context Learning,"The Hint: Teaching the model a new task just by explaining it in the prompt, without changing its weights.",https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Inductive Bias,The Assumption: The built-in preferences a model has for certain types of solutions.,https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Labeling,"The Tagging: The manual process of identifying data (e.g., 'This is a cat') for the AI to learn.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
LangChain,The Glue: A software library that connects LLMs to other tools and data sources.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
LLaMA,The Open Challenger: Meta's series of powerful open-source language models.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Logic Gates,"The Building Blocks: Basic physical circuits (AND, OR, NOT) that make up a computer processor.",https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Logits,The Raw Scores: The unnormalized numbers the model outputs before they are turned into probabilities.,https://plusai.com/blog/ai-glossary
LoRA (Low-Rank Adaptation),The Sticky Note: Fine-tuning a model by adding a tiny layer of new info rather than rewriting the whole brain.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
LSTM (Long Short-Term Memory),"The Journal: A type of neural network that remembers past information for a long time, good for text.",https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Masked Language Modeling,The Fill-in-the-Blank: Training an AI by hiding words in a sentence and asking it to guess them.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Midjourney,The Art Generator: A popular AI tool that creates artistic images from text prompts.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
MLOps,The Assembly Line: The engineering discipline of deploying and maintaining AI models in the real world.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Model Weight,"The Synapse Strength: The strength of the connection between two neurons, which changes as the AI learns.",https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Modality,"The Sense: A type of data input, such as text, image, or audio.",https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
MoE (Mixture of Experts),The Specialist Team: A model architecture that routes different questions to different sub-models.,https://plusai.com/blog/ai-glossary
Momentum,The Inertia: A technique that helps the optimizer keep moving in the right direction through small bumps.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Multi-Head Attention,The Committee: Letting the AI look at different parts of the sentence simultaneously to catch different meanings.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Narrow AI,The Specialist: AI that is super-human at one task (like Chess) but can't do anything else.,https://plusai.com/blog/ai-glossary
Neuro-symbolic AI,The Hybrid: Combining deep learning (patterns) with symbolic AI (logic rules) for better reasoning.,https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Non-Linearity,"The Curve: The ability of a model to understand complex relationships, not just straight lines.",https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
OCR (Optical Character Recognition),The Text Reader: Turning a picture of a document into editable text.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
One-Shot Learning,The Quick Learner: Learning a new class from just a single example.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Open Source,The Public Recipe: Software or models where the code is free for anyone to use and modify.,https://plusai.com/blog/ai-glossary
Parameter Efficient Fine Tuning (PEFT),The Lite Update: Tuning only a small part of the model to save time and memory.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Parameters,The Settings: The internal variables (weights) that the model learns during training.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Prompt Injection,The Jailbreak: Tricking an AI into ignoring its safety rules by hiding commands in the input.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
PyTorch,"The Research Lab: A popular code library for building deep learning models, loved by researchers.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Quantization,The Rounding: Reducing the precision of the model's numbers to make it run on smaller devices.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Quantum AI,The Super Future: Theoretical AI running on quantum computers for exponential speedups.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Rectified Linear Unit (ReLU),The Gate: A popular activation function that outputs zero for negative inputs and the raw value for positive ones.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Reinforcement Learning from Human Feedback (RLHF),The Coaching: Refining a model by having humans rate its answers as good or bad.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Responsible AI,"The Safety Check: Developing AI with fairness, accountability, and transparency in mind.",https://plusai.com/blog/ai-glossary
Root Mean Square Error (RMSE),The Deviation: A standard way to measure the average error of a model's predictions.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Sampling,The Selection: Choosing a subset of data or a next word from a probability distribution.,https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Semantic Search,"The Meaning Search: Searching for concepts, not just exact keywords.",https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Semi-Supervised Learning,The Helper: Using a small amount of labeled data to help learn from a huge amount of unlabeled data.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Sequence-to-Sequence,The Converter: A model architecture used for tasks like translation (Input Text -> Output Text).,https://plusai.com/blog/ai-glossary
Sigmoid Function,"The Smoother: An S-shaped curve that squashes numbers between 0 and 1, used for probabilities.",https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Singularity,The Point of No Return: A hypothetical future moment when AI intelligence surpasses human control.,https://plusai.com/blog/ai-glossary
H100 GPU,"The Super Engine: The most powerful AI chip from NVIDIA, used to train massive models like GPT-4.",https://www.nvidia.com/en-us/glossary/data-science/
CUDA,The Translator: A coding language that lets software talk directly to the graphics card (GPU) to run math fast.,https://www.nvidia.com/en-us/glossary/data-science/
Tensor Core,The Math Specialist: A tiny part of a GPU designed specifically to multiply matrices (the math of AI) instantly.,https://www.nvidia.com/en-us/glossary/data-science/
VRAM,"The Desk Space: Video RAM. If you don't have enough, you can't open the big model (book) to read it.",https://www.nvidia.com/en-us/glossary/data-science/
Inference Server,The Delivery Truck: A specialized computer optimized just for answering user questions quickly.,https://www.nvidia.com/en-us/glossary/data-science/
Floating Point Operations (FLOPS),The Brain Power: A raw measure of how many math problems a computer can solve in one second.,https://www.nvidia.com/en-us/glossary/data-science/
Data Center,The Hive: A giant warehouse filled with thousands of servers where the AI 'lives'.,https://www.nvidia.com/en-us/glossary/data-science/
High-Performance Computing (HPC),The Supercomputer: Connecting many computers to work together as one giant brain.,https://www.nvidia.com/en-us/glossary/data-science/
Throughput,The Assembly Speed: How many words (tokens) the AI can generate per second.,https://www.nvidia.com/en-us/glossary/data-science/
Bandwidth,The Pipe Size: How much data can move between the memory and the processor at once.,https://www.nvidia.com/en-us/glossary/data-science/
Gemini,"The Multimodal Expert: Google's AI that processes video, audio, and text natively from the start.",https://developers.google.com/machine-learning/glossary/generative
Chain-of-Thought,The Scratchpad: Asking the AI to write out its thinking steps before giving the final answer.,https://developers.google.com/machine-learning/glossary/generative
Few-Shot Prompting,The Example Method: Showing the AI three examples of what you want before asking it to do it.,https://developers.google.com/machine-learning/glossary/generative
RAG (Retrieval Augmented Generation),The Open Book Test: Letting the AI look up facts in a reliable database before answering.,https://developers.google.com/machine-learning/glossary/generative
Parameter-Efficient Tuning (PEFT),The Lite Update: Fine-tuning a model by updating only a tiny fraction of its weights to save money.,https://developers.google.com/machine-learning/glossary/generative
Prompt Tuning,The Whisper: Optimizing a prompt mathematically rather than using human words to get better results.,https://developers.google.com/machine-learning/glossary/generative
Sequence-to-Sequence (Seq2Seq),The Converter: A model architecture designed to translate one sequence (English) into another (French).,https://huggingface.co/docs/transformers/glossary
Hugging Face Hub,The App Store: The central website where researchers share and download open-source AI models.,https://huggingface.co/docs/transformers/glossary
Auto-Regressive,"The Next-Word Guesser: A model that generates text one word at a time, based on what it just wrote.",https://huggingface.co/docs/transformers/glossary
Chief AI Officer,The Strategist: An executive role focused on how a company uses AI safely and profitably.,https://www.ibm.com/think/topics/artificial-intelligence
Data Scientist,The Insight Hunter: Someone who uses math and code to find answers in data.,https://www.ibm.com/think/topics/artificial-intelligence
Data Engineer,The Plumber: Someone who builds the systems that move and store data for the scientists.,https://www.ibm.com/think/topics/artificial-intelligence
Prompt Engineer,The AI Whisperer: A role focused entirely on writing the best inputs to get good results from AI.,https://www.ibm.com/think/topics/artificial-intelligence
Model Deployment,The Launch: Putting a trained model into a real app where people can use it.,https://www.ibm.com/think/topics/artificial-intelligence
Shadow AI,The Secret Use: Employees using AI tools at work without their boss or IT department knowing.,https://www.ibm.com/think/topics/artificial-intelligence
Llama 3,The Open Champion: Meta's powerful open-source model.,https://www.coursera.org/resources/ai-terms
Claude,The Helpful Colleague: An AI by Anthropic designed to be safer and reliable.,https://www.coursera.org/resources/ai-terms
Mistral,The Efficient French Chef: A highly efficient open-source model from Europe.,https://www.coursera.org/resources/ai-terms
Stable Diffusion,"The Open Artist: An AI that generates images from text, which you can run on your own PC.",https://www.coursera.org/resources/ai-terms
Sora,The Movie Director: An AI that creates realistic video clips from text.,https://www.coursera.org/resources/ai-terms
Whisper,The Listener: OpenAI's accurate speech-to-text model.,https://www.coursera.org/resources/ai-terms
Kaggle,The Arena: A website where data scientists compete to build the best models.,https://www.coursera.org/resources/ai-terms
Git,The Time Machine: A tool for saving different versions of your code.,https://www.coursera.org/resources/ai-terms
Docker,The Shipping Container: Packaging code so it runs exactly the same on any computer.,https://www.coursera.org/resources/ai-terms
API Key,The Password: A code that lets your software talk to a paid service like OpenAI.,https://www.coursera.org/resources/ai-terms
Vector Database,The Concept Store: A database designed to store and search meanings (embeddings) efficiently.,https://www.coursera.org/resources/ai-terms
Jaccard Index,The Overlap Score: Measuring how similar two sets of data are by dividing their intersection by their union.,https://www.coursera.org/resources/ai-terms
Hamming Loss,The Error Counter: Counting the fraction of labels that are incorrectly predicted.,https://www.coursera.org/resources/ai-terms
ROC Curve,The Trade-off Graph: A chart showing the performance of a classification model at all classification thresholds.,https://www.coursera.org/resources/ai-terms
AUC (Area Under Curve),"The Performance Score: A single number that summarizes the ROC curve; 1.0 is perfect, 0.5 is a random guess.",https://www.coursera.org/resources/ai-terms
Mean Absolute Error (MAE),The Simple Average: The average of the absolute errors; easier to understand than MSE.,https://www.coursera.org/resources/ai-terms
R-Squared,The Goodness of Fit: A statistical measure of how close the data are to the fitted regression line.,https://www.coursera.org/resources/ai-terms
Confidence Interval,The Safety Margin: A range of values so defined that there is a specified probability that the value of a parameter lies within it.,https://www.coursera.org/resources/ai-terms
P-Value,The Evidence Score: A measure of the probability that an observed difference could have occurred just by random chance.,https://www.coursera.org/resources/ai-terms
Z-Score,The Standardizer: A number describing how many standard deviations a data point is from the mean.,https://www.coursera.org/resources/ai-terms
Eigenvector,The Direction: A vector that doesn't change direction when a linear transformation is applied to it.,https://www.coursera.org/resources/ai-terms
Manhattan Distance,The City Block: Measuring distance between two points by summing the absolute differences of their coordinates.,https://www.coursera.org/resources/ai-terms
Euclidean Distance,The Flight Path: Measuring the straight-line distance between two points.,https://www.coursera.org/resources/ai-terms
Cosine Distance,The Angle Gap: The opposite of cosine similarity; measuring how different the angles of two vectors are.,https://www.coursera.org/resources/ai-terms
DALL-E 3,The Artist: OpenAI's advanced image generation model that follows complex instructions.,https://www.nvidia.com/en-us/glossary/data-science/
GPT-4,"The Mastermind: OpenAI's most advanced multimodal model, capable of reasoning and coding.",https://www.nvidia.com/en-us/glossary/data-science/
Claude 3,"The Smart Colleague: Anthropic's latest model family, known for low hallucination and high safety.",https://www.nvidia.com/en-us/glossary/data-science/
PaLM 2,The Google Brain: The large language model underlying many of Google's AI services.,https://www.nvidia.com/en-us/glossary/data-science/
LaMDA,The Conversationalist: Google's breakthrough conversation technology.,https://www.nvidia.com/en-us/glossary/data-science/
Megatron-LM,The Giant: A massive transformer model developed by NVIDIA for research.,https://www.nvidia.com/en-us/glossary/data-science/
BERT-Large,The Big Reader: A larger version of the original BERT model for better understanding.,https://www.nvidia.com/en-us/glossary/data-science/
RoBERTa,The Optimized Reader: A robustly optimized approach to BERT pretraining.,https://www.nvidia.com/en-us/glossary/data-science/
DistilBERT,"The Lite Reader: A smaller, faster, cheaper version of BERT.",https://www.nvidia.com/en-us/glossary/data-science/
YOLOv8,The Fast Eye: The latest version of the 'You Only Look Once' object detection system.,https://www.nvidia.com/en-us/glossary/data-science/
ResNet-50,The Deep Vision: A specific 50-layer deep neural network used for image recognition.,https://www.nvidia.com/en-us/glossary/data-science/
VGG-16,The Classic Vision: An older but reliable deep learning architecture for image classification.,https://www.nvidia.com/en-us/glossary/data-science/
AlexNet,The Pioneer: The deep neural network that started the modern AI revolution in 2012.,https://www.nvidia.com/en-us/glossary/data-science/
DeepBlue,The Chess King: The IBM computer that defeated Garry Kasparov.,https://www.nvidia.com/en-us/glossary/data-science/
Watson,The Jeopardy Winner: IBM's question-answering computer system.,https://www.nvidia.com/en-us/glossary/data-science/
AlphaFold,The Biologist: DeepMind's AI that predicts 3D structures of proteins.,https://www.nvidia.com/en-us/glossary/data-science/
MusicLM,The Composer: Google's model for generating high-fidelity music from text.,https://www.nvidia.com/en-us/glossary/data-science/
Matplotlib,"The Plotter: A python library for creating static, animated, and interactive visualizations.",https://www.nvidia.com/en-us/glossary/data-science/
Seaborn,The Beautifier: A python library based on Matplotlib that makes drawing attractive statistical graphics easier.,https://www.nvidia.com/en-us/glossary/data-science/
OpenCV,The Computer Eye: A huge open-source library for computer vision and image processing.,https://www.nvidia.com/en-us/glossary/data-science/
NLTK,"The Text Toolkit: The Natural Language Toolkit, a classic library for working with human language data.",https://www.nvidia.com/en-us/glossary/data-science/
Spacy,The Text Speedster: An industrial-strength natural language processing library for Python.,https://www.nvidia.com/en-us/glossary/data-science/
Gradio,The Demo Builder: A library for quickly creating web interfaces for your ML models.,https://www.nvidia.com/en-us/glossary/data-science/
Streamlit,The App Builder: Turning data scripts into shareable web apps in minutes.,https://www.nvidia.com/en-us/glossary/data-science/
FastAPI,"The Server: A modern, fast web framework for building APIs with Python.",https://www.nvidia.com/en-us/glossary/data-science/
Flask,The Micro-Server: A lightweight web application framework.,https://www.nvidia.com/en-us/glossary/data-science/
SQL,"The Database Language: The standard language for storing, manipulating, and retrieving data in databases.",https://www.nvidia.com/en-us/glossary/data-science/
NoSQL,The Flexible Database: Databases that store data in formats other than relational tables (like JSON).,https://www.nvidia.com/en-us/glossary/data-science/
MongoDB,The Document Store: A popular NoSQL database program.,https://www.nvidia.com/en-us/glossary/data-science/
Apache Spark,The Big Data Engine: An analytics engine for large-scale data processing.,https://www.nvidia.com/en-us/glossary/data-science/
Hadoop,The Elephant: A framework that allows for the distributed processing of large data sets across clusters of computers.,https://www.nvidia.com/en-us/glossary/data-science/
Kubernetes,"The Captain: An open-source system for automating deployment, scaling, and management of containerized applications.",https://www.nvidia.com/en-us/glossary/data-science/
Leaky ReLU,"The Dripping Tap: A variation of ReLU that allows a small, non-zero gradient when the unit is not active.",https://www.coursera.org/resources/ai-terms
TanH,The S-Curve: An activation function that squashes numbers between -1 and 1.,https://www.coursera.org/resources/ai-terms
AdaGrad,The Adaptive Learner: An optimizer that adapts the learning rate to the parameters.,https://www.coursera.org/resources/ai-terms
Adam Optimizer,The Standard Choice: A method for efficient stochastic gradient descent that is very popular.,https://www.coursera.org/resources/ai-terms
RMSProp,The Stabilizer: An optimization algorithm designed to handle the vanishing gradient problem.,https://www.coursera.org/resources/ai-terms
Xavier Initialization,The Balanced Start: A way of setting the initial weights of a network so signals don't vanish or explode.,https://www.coursera.org/resources/ai-terms
He Initialization,The Robust Start: An initialization method specifically designed for layers using ReLU.,https://www.coursera.org/resources/ai-terms
Dropout Rate,"The Forget Percentage: The specific number (e.g., 0.5) determining how many neurons are turned off.",https://www.coursera.org/resources/ai-terms
Stride 2,"The Big Step: Moving the filter 2 pixels at a time, effectively shrinking the image size by half.",https://www.coursera.org/resources/ai-terms
Zero Padding,The Frame: Adding a border of zeros around the image to keep the output size the same.,https://www.coursera.org/resources/ai-terms
Max Pooling,The Highlight Reel: Taking the largest number from a grid to downsample the image.,https://www.coursera.org/resources/ai-terms
Average Pooling,The Blur: Taking the average number from a grid to downsample the image.,https://www.coursera.org/resources/ai-terms
Series A,The First Big Cheque: The first significant round of venture capital financing.,https://www.coursera.org/resources/ai-terms
Seed Round,The Starter Money: The very first money raised by a startup to prove the idea works.,https://www.coursera.org/resources/ai-terms
IPO (Initial Public Offering),The Stock Market Debut: When a private company offers shares to the public in a new stock issuance.,https://www.coursera.org/resources/ai-terms
Unicorn Status,The Billion Dollar Club: When a startup is valued at over $1 billion.,https://www.coursera.org/resources/ai-terms
Decacorn,The Ten Billion Club: A startup valued at over $10 billion (like OpenAI).,https://www.coursera.org/resources/ai-terms
B2B AI,The Business Helper: AI tools sold to other companies (like Salesforce Einstein).,https://www.coursera.org/resources/ai-terms
B2C AI,The Consumer Helper: AI tools sold to regular people (like ChatGPT).,https://www.coursera.org/resources/ai-terms
SaaS,The Rental: Software as a Service - paying a monthly fee to use software hosted in the cloud.,https://www.coursera.org/resources/ai-terms
Churn Rate,The Quit Rate: The percentage of customers who stop using your AI service.,https://www.coursera.org/resources/ai-terms
Retention Rate,The Loyalty Score: The percentage of customers who keep using your service.,https://www.coursera.org/resources/ai-terms
CAC (Customer Acquisition Cost),The Price per User: How much money you spend on ads to get one new customer.,https://www.coursera.org/resources/ai-terms
LTV (Lifetime Value),The User Worth: The total amount of money a customer is expected to spend with your company.,https://www.coursera.org/resources/ai-terms
ROI (Return on Investment),The Profit Check: Measuring the gain or loss generated on an investment relative to the amount of money invested.,https://www.coursera.org/resources/ai-terms
K-Nearest Neighbors (KNN),The Copycat: Predicting a data point's label by looking at its closest neighbors.,https://scikit-learn.org/stable/glossary.html
AdaBoost,The Team Builder: Combining many weak models to make one strong prediction.,https://scikit-learn.org/stable/glossary.html
LightGBM,The Fast Learner: A Microsoft algorithm known for being faster and more efficient than standard boosting.,https://scikit-learn.org/stable/glossary.html
CatBoost,"The Categorical Expert: An algorithm designed specifically to handle categorical data (like 'Red', 'Blue') well.",https://scikit-learn.org/stable/glossary.html
Isolation Forest,The Anomaly Hunter: An algorithm used specifically to catch outliers (like fraud) by isolating them.,https://scikit-learn.org/stable/glossary.html
Bagging,The Voting Booth: Training multiple models separately and averaging their answers.,https://scikit-learn.org/stable/glossary.html
Boosting,"The Error Fixer: Training models in a sequence, where each new model fixes the mistakes of the previous one.",https://scikit-learn.org/stable/glossary.html
Stacking,The Manager: Training a 'meta-model' to learn how to combine the predictions of other models.,https://scikit-learn.org/stable/glossary.html
Stratified Sampling,The Fair Draw: Picking a sample group that perfectly matches the demographics of the whole population.,https://scikit-learn.org/stable/glossary.html
BLEU Score,The Translation Grader: A score used to rate how good a machine translation is compared to a human translation.,https://www.nvidia.com/en-us/glossary/data-science/
ROUGE Score,The Summary Grader: A score used to rate how good an AI summary is compared to a human one.,https://www.nvidia.com/en-us/glossary/data-science/
Gini Impurity,The Purity Test: A measurement used in Decision Trees to decide how to split the data best.,https://www.nvidia.com/en-us/glossary/data-science/
Log Loss,The Confidence Score: A metric that penalizes wrong answers more heavily if the AI was confident about them.,https://www.nvidia.com/en-us/glossary/data-science/
Global Minimum,The Lowest Valley: The absolute best possible solution (lowest error) for a model.,https://www.nvidia.com/en-us/glossary/data-science/
Local Minimum,"The False Bottom: A point where the model thinks it found the best solution, but a better one exists elsewhere.",https://www.nvidia.com/en-us/glossary/data-science/
Saddle Point,The Stuck Point: A flat spot in the training landscape where the model stops learning effectively.,https://www.nvidia.com/en-us/glossary/data-science/
Scalar,"The Single Number: A single value (like 5), as opposed to a vector or matrix.",https://www.nvidia.com/en-us/glossary/data-science/
Tensor Rank,"The Dimensions: The number of directions a tensor has (Rank 0 is a scalar, Rank 1 is a vector).",https://www.nvidia.com/en-us/glossary/data-science/
Moravec's Paradox,"The Hard-Easy Flip: The observation that high-level reasoning is easy for AI, but simple motor skills (walking) are hard.",https://www.coursera.org/resources/ai-terms
The Chinese Room,The Understanding Debate: A thought experiment asking if a computer actually 'understands' language or just simulates it.,https://www.coursera.org/resources/ai-terms
Catastrophic Interference,The Overwrite: When learning a new task causes the AI to completely forget the old task.,https://www.coursera.org/resources/ai-terms
RLAIF,The AI Coach: Reinforcement Learning from AI Feedback—using one AI to train another AI.,https://www.coursera.org/resources/ai-terms
Data Governance,"The Rulebook: The policies ensuring data is secure, private, and accurate.",https://www.coursera.org/resources/ai-terms
Model Drift,The Rust: The slow degradation of a model's performance as the real world changes over time.,https://www.coursera.org/resources/ai-terms
NPU (Neural Processing Unit),The Brain Chip: A processor designed specifically to run neural networks efficiently.,https://www.nvidia.com/en-us/glossary/data-science/
ASIC,The Custom Chip: A chip built for exactly one specific task (like mining Bitcoin or running AI).,https://www.nvidia.com/en-us/glossary/data-science/
FPGA,The Rewritable Chip: A chip that can be reprogrammed after it is manufactured.,https://www.nvidia.com/en-us/glossary/data-science/
Anaconda,The Toolbox: A popular distribution of Python that comes with all the data science tools pre-installed.,https://www.nvidia.com/en-us/glossary/data-science/
PyCharm,The Studio: A popular professional code editor for Python developers.,https://www.nvidia.com/en-us/glossary/data-science/
Colab Enterprise,"The Corporate Lab: Google's secure, paid version of Colab for businesses.",https://www.nvidia.com/en-us/glossary/data-science/
Hugging Chat,The Open Assistant: An open-source alternative to ChatGPT provided by Hugging Face.,https://www.nvidia.com/en-us/glossary/data-science/
First Mover Advantage,The Head Start: The benefit gained by the first company to enter a new market (like OpenAI with ChatGPT).,https://www.techtarget.com/whatis/glossary/Artificial-Intelligence
Network Effect,The Viral Value: When a service gets better the more people use it.,https://www.techtarget.com/whatis/glossary/Artificial-Intelligence
Moat,The Defense: A competitive advantage (like data or brand) that protects a company from rivals.,https://www.techtarget.com/whatis/glossary/Artificial-Intelligence
